timestamp,stock_code,open,high,low,close,volume,amount,period
2026-01-05 09:30:00,000001.SZ,11.42,11.45,11.42,11.44,474150.0,5416289.0,1
2026-01-05 09:31:00,000001.SZ,11.44,11.44,11.42,11.43,1442900.0,16498572.0,1
2026-01-05 09:32:00,000001.SZ,11.43,11.45,11.43,11.44,742400.0,8491151.0,1
2026-01-05 09:33:00,000001.SZ,11.44,11.45,11.43,11.44,617200.0,7060808.0,1
2026-01-05 09:34:00,000001.SZ,11.44,11.47,11.44,11.46,1903208.0,21803552.0,1
2026-01-05 09:35:00,000001.SZ,11.46,11.47,11.45,11.45,603700.0,6918812.0,1
2026-01-05 09:36:00,000001.SZ,11.45,11.46,11.43,11.43,908200.0,10397424.0,1
2026-01-05 09:37:00,000001.SZ,11.43,11.44,11.43,11.43,372500.0,4258664.0,1
2026-01-05 09:38:00,000001.SZ,11.43,11.44,11.43,11.43,379813.0,4342530.5,1
2026-01-05 09:39:00,000001.SZ,11.43,11.45,11.43,11.44,1133116.0,12963767.0,1
2026-01-05 09:40:00,000001.SZ,11.44,11.44,11.43,11.43,457600.0,5233177.0,1
2026-01-05 09:41:00,000001.SZ,11.43,11.44,11.42,11.42,1034987.0,11831000.0,1
2026-01-05 09:42:00,000001.SZ,11.42,11.43,11.42,11.42,584500.0,6676092.0,1
2026-01-05 09:43:00,000001.SZ,11.42,11.43,11.42,11.42,388800.0,4442369.0,1
2026-01-05 09:44:00,000001.SZ,11.42,11.43,11.42,11.42,268500.0,3067727.0,1
2026-01-05 09:45:00,000001.SZ,11.42,11.43,11.42,11.42,332000.0,3793175.0,1
2026-01-05 09:46:00,000001.SZ,11.42,11.43,11.42,11.42,352700.0,4030167.0,1
2026-01-05 09:47:00,000001.SZ,11.43,11.43,11.41,11.41,959300.0,10955712.0,1
2026-01-05 09:48:00,000001.SZ,11.41,11.42,11.41,11.42,496367.0,5668004.0,1
2026-01-05 09:49:00,000001.SZ,11.42,11.43,11.42,11.43,656400.0,7501500.0,1
2026-01-05 09:50:00,000001.SZ,11.43,11.43,11.42,11.43,450900.0,5154598.0,1
2026-01-05 09:51:00,000001.SZ,11.43,11.43,11.42,11.43,164000.0,1873972.0,1
2026-01-05 09:52:00,000001.SZ,11.42,11.43,11.42,11.43,258700.0,2955490.0,1
2026-01-05 09:53:00,000001.SZ,11.43,11.43,11.42,11.43,211100.0,2411886.0,1
2026-01-05 09:54:00,000001.SZ,11.42,11.43,11.41,11.41,1107633.0,12648762.0,1
2026-01-05 09:55:00,000001.SZ,11.42,11.42,11.41,11.42,213900.0,2441719.0,1
2026-01-05 09:56:00,000001.SZ,11.42,11.43,11.41,11.42,1170227.0,13365239.0,1
2026-01-05 09:57:00,000001.SZ,11.43,11.43,11.42,11.43,155100.0,1772058.0,1
2026-01-05 09:58:00,000001.SZ,11.42,11.43,11.41,11.41,596300.0,6809655.0,1
2026-01-05 09:59:00,000001.SZ,11.42,11.42,11.41,11.42,294400.0,3360845.0,1
2026-01-05 10:00:00,000001.SZ,11.41,11.42,11.41,11.42,263300.0,3005683.0,1
2026-01-05 10:01:00,000001.SZ,11.42,11.42,11.41,11.42,1005300.0,11480290.0,1
2026-01-05 10:02:00,000001.SZ,11.42,11.42,11.41,11.42,290100.0,3312279.0,1
2026-01-05 10:03:00,000001.SZ,11.41,11.42,11.41,11.42,658700.0,7521876.0,1
2026-01-05 10:04:00,000001.SZ,11.42,11.43,11.42,11.42,233700.0,2669938.0,1
2026-01-05 10:05:00,000001.SZ,11.42,11.43,11.41,11.42,617600.0,7053388.0,1
2026-01-05 10:06:00,000001.SZ,11.42,11.43,11.42,11.42,289500.0,3306725.0,1
2026-01-05 10:07:00,000001.SZ,11.43,11.43,11.42,11.43,192900.0,2203527.0,1
2026-01-05 10:08:00,000001.SZ,11.43,11.43,11.42,11.42,238500.0,2724662.0,1
2026-01-05 10:09:00,000001.SZ,11.42,11.43,11.42,11.43,164283.0,1876886.9,1
2026-01-05 10:10:00,000001.SZ,11.42,11.44,11.42,11.43,870100.0,9944750.0,1
2026-01-05 10:11:00,000001.SZ,11.43,11.43,11.42,11.42,315000.0,3598800.0,1
2026-01-05 10:12:00,000001.SZ,11.43,11.43,11.42,11.43,130200.0,1487589.0,1
2026-01-05 10:13:00,000001.SZ,11.43,11.44,11.42,11.44,211900.0,2421911.0,1
2026-01-05 10:14:00,000001.SZ,11.43,11.44,11.43,11.44,218300.0,2495757.0,1
2026-01-05 10:15:00,000001.SZ,11.43,11.44,11.43,11.44,188300.0,2152907.0,1
2026-01-05 10:16:00,000001.SZ,11.44,11.44,11.43,11.44,270400.0,3092369.0,1
2026-01-05 10:17:00,000001.SZ,11.44,11.44,11.43,11.43,266300.0,3045328.0,1
2026-01-05 10:18:00,000001.SZ,11.44,11.45,11.43,11.43,223600.0,2557792.0,1
2026-01-05 10:19:00,000001.SZ,11.44,11.44,11.43,11.44,93500.0,1069307.0,1
2026-01-05 10:20:00,000001.SZ,11.43,11.44,11.43,11.44,172900.0,1977570.0,1
2026-01-05 10:21:00,000001.SZ,11.44,11.44,11.43,11.44,138700.0,1586346.0,1
2026-01-05 10:22:00,000001.SZ,11.44,11.46,11.43,11.46,1428035.0,16352013.0,1
2026-01-05 10:23:00,000001.SZ,11.45,11.46,11.44,11.45,302000.0,3458127.8,1
2026-01-05 10:24:00,000001.SZ,11.46,11.46,11.45,11.45,966676.0,11076209.0,1
2026-01-05 10:25:00,000001.SZ,11.46,11.46,11.45,11.45,197600.0,2264205.0,1
2026-01-05 10:26:00,000001.SZ,11.46,11.46,11.45,11.46,440600.0,5046184.0,1
2026-01-05 10:27:00,000001.SZ,11.46,11.46,11.45,11.45,483600.0,5538273.0,1
2026-01-05 10:28:00,000001.SZ,11.45,11.46,11.45,11.46,557300.0,6384306.0,1
2026-01-05 10:29:00,000001.SZ,11.46,11.47,11.46,11.47,960800.0,11011893.0,1
2026-01-05 10:30:00,000001.SZ,11.47,11.47,11.46,11.47,487900.0,5595385.0,1
2026-01-05 10:31:00,000001.SZ,11.47,11.47,11.46,11.46,517700.0,5936468.0,1
2026-01-05 10:32:00,000001.SZ,11.46,11.46,11.45,11.45,898000.0,10290578.0,1
2026-01-05 10:33:00,000001.SZ,11.46,11.46,11.45,11.45,440700.0,5048339.0,1
2026-01-05 10:34:00,000001.SZ,11.45,11.46,11.44,11.45,635024.0,7271670.0,1
2026-01-05 10:35:00,000001.SZ,11.44,11.46,11.44,11.45,364600.0,4174776.0,1
2026-01-05 10:36:00,000001.SZ,11.45,11.46,11.44,11.44,509453.0,5833383.5,1
2026-01-05 10:37:00,000001.SZ,11.45,11.45,11.44,11.45,64900.0,742976.0,1
2026-01-05 10:38:00,000001.SZ,11.44,11.45,11.44,11.44,140600.0,1609241.0,1
2026-01-05 10:39:00,000001.SZ,11.45,11.45,11.44,11.45,632400.0,7236427.0,1
2026-01-05 10:40:00,000001.SZ,11.45,11.45,11.44,11.44,169500.0,1940538.0,1
2026-01-05 10:41:00,000001.SZ,11.44,11.45,11.44,11.45,75400.0,863024.0,1
2026-01-05 10:42:00,000001.SZ,11.45,11.45,11.44,11.45,128500.0,1470769.0,1
2026-01-05 10:43:00,000001.SZ,11.45,11.45,11.44,11.44,65600.0,750998.0,1
2026-01-05 10:44:00,000001.SZ,11.45,11.46,11.44,11.45,368600.0,4219879.0,1
2026-01-05 10:45:00,000001.SZ,11.45,11.46,11.45,11.45,82800.0,948416.0,1
2026-01-05 10:46:00,000001.SZ,11.45,11.46,11.45,11.45,519800.0,5953013.0,1
2026-01-05 10:47:00,000001.SZ,11.46,11.46,11.45,11.45,112382.0,1287153.9,1
2026-01-05 10:48:00,000001.SZ,11.46,11.46,11.45,11.46,501500.0,5741763.0,1
2026-01-05 10:49:00,000001.SZ,11.45,11.46,11.45,11.46,137300.0,1573011.0,1
2026-01-05 10:50:00,000001.SZ,11.46,11.46,11.45,11.46,105500.0,1208616.0,1
2026-01-05 10:51:00,000001.SZ,11.45,11.46,11.45,11.46,170100.0,1949060.0,1
2026-01-05 10:52:00,000001.SZ,11.46,11.46,11.45,11.45,187000.0,2142710.0,1
2026-01-05 10:53:00,000001.SZ,11.45,11.46,11.45,11.46,503440.0,5765858.0,1
2026-01-05 10:54:00,000001.SZ,11.46,11.46,11.45,11.45,92200.0,1056211.0,1
2026-01-05 10:55:00,000001.SZ,11.45,11.46,11.45,11.46,114500.0,1311930.0,1
2026-01-05 10:56:00,000001.SZ,11.47,11.47,11.45,11.46,533169.0,6110632.0,1
2026-01-05 10:57:00,000001.SZ,11.46,11.47,11.45,11.45,112020.0,1283630.0,1
2026-01-05 10:58:00,000001.SZ,11.45,11.46,11.45,11.46,165600.0,1896882.0,1
2026-01-05 10:59:00,000001.SZ,11.45,11.46,11.45,11.46,995800.0,11411223.0,1
2026-01-05 11:00:00,000001.SZ,11.47,11.47,11.45,11.46,142500.0,1632794.0,1
2026-01-05 11:01:00,000001.SZ,11.46,11.46,11.45,11.46,117000.0,1340488.0,1
2026-01-05 11:02:00,000001.SZ,11.46,11.46,11.45,11.45,69700.0,798485.0,1
2026-01-05 11:03:00,000001.SZ,11.46,11.47,11.45,11.47,310100.0,3553465.0,1
2026-01-05 11:04:00,000001.SZ,11.47,11.47,11.46,11.47,144500.0,1656269.0,1
2026-01-05 11:05:00,000001.SZ,11.46,11.47,11.46,11.47,180000.0,2064056.0,1
2026-01-05 11:06:00,000001.SZ,11.47,11.47,11.46,11.47,151400.0,1736343.0,1
2026-01-05 11:07:00,000001.SZ,11.47,11.47,11.46,11.46,272600.0,3125014.0,1
2026-01-05 11:08:00,000001.SZ,11.46,11.46,11.45,11.45,82100.0,940687.0,1
2026-01-05 11:09:00,000001.SZ,11.46,11.46,11.45,11.46,232500.0,2664178.0,1
2026-01-05 11:10:00,000001.SZ,11.46,11.46,11.45,11.46,127900.0,1465147.0,1
2026-01-05 11:11:00,000001.SZ,11.46,11.46,11.45,11.46,376100.0,4309621.0,1
2026-01-05 11:12:00,000001.SZ,11.46,11.46,11.45,11.46,72600.0,831873.0,1
2026-01-05 11:13:00,000001.SZ,11.45,11.46,11.45,11.46,157900.0,1809339.0,1
2026-01-05 11:14:00,000001.SZ,11.45,11.46,11.45,11.46,598600.0,6863766.0,1
2026-01-05 11:15:00,000001.SZ,11.46,11.47,11.46,11.46,112200.0,1286251.0,1
2026-01-05 11:16:00,000001.SZ,11.46,11.47,11.46,11.47,147000.0,1684693.0,1
2026-01-05 11:17:00,000001.SZ,11.47,11.47,11.46,11.46,108600.0,1245043.0,1
2026-01-05 11:18:00,000001.SZ,11.47,11.47,11.46,11.47,125900.0,1443154.0,1
